OrderDate,Quantity,SalesAmount,Profit,Region,Category,CustomerID
2023-09-02,9,277.02,48.64,East,Clothing,CUST_380
2023-09-02,7,376.53,78.39,West,Food,CUST_399
2023-09-02,8,340.15,79.83,East,Food,CUST_43
2023-09-02,11,291.83,86.59,East,Electronics,CUST_243
2023-09-02,6,371.66,69.85,North,Furniture,CUST_470
2023-09-02,10,397.16,193.57,South,Furniture,CUST_10
2023-09-02,7,88.02,-37.55,West,Clothing,CUST_249
2023-09-02,2,165.83,179.88,West,Clothing,CUST_188
2023-09-03,5,471.51,88.68,North,Clothing,CUST_411
2023-09-03,4,128.4,64.07,North,Electronics,CUST_45
2023-09-03,9,46.56,76.18,East,Clothing,CUST_35
2023-09-03,5,326.99,128.94,South,Electronics,CUST_201
2023-09-03,8,292.13,-39.73,West,Food,CUST_30
2023-09-03,5,466.8,-8.26,North,Food,CUST_428
2023-09-04,12,308.59,142.98,North,Furniture,CUST_470
2023-09-04,1,419.61,191.06,East,Furniture,CUST_353
2023-09-04,10,401.64,131.42,West,Food,CUST_268
2023-09-04,9,495.19,96.12,East,Furniture,CUST_127
2023-09-05,2,142.87,-12.08,North,Furniture,CUST_123
2023-09-05,1,213.11,129.32,South,Furniture,CUST_200
2023-09-05,10,94.31,-5.45,North,Electronics,CUST_302
2023-09-05,10,315.26,146.94,East,Food,CUST_480
2023-09-05,11,150.34,131.25,North,Clothing,CUST_268
2023-09-05,12,240.73,35.46,North,Clothing,CUST_265
2023-09-05,6,51.91,-40.35,West,Food,CUST_101
2023-09-05,14,124.84,-45.59,East,Food,CUST_363
2023-09-06,2,60.46,37.45,West,Clothing,CUST_337
2023-09-06,3,309.97,172.35,South,Electronics,CUST_213
2023-09-06,9,241.65,191.58,East,Electronics,CUST_363
2023-09-06,5,256.02,91.96,East,Electronics,CUST_408
2023-09-07,5,216.23,62.47,South,Food,CUST_30
2023-09-07,10,404.38,187.53,North,Food,CUST_37
2023-09-07,1,144.99,56.58,West,Furniture,CUST_228
2023-09-07,5,423.93,20.39,South,Furniture,CUST_95
2023-09-07,11,438.63,188.72,East,Electronics,CUST_398
2023-09-08,9,119.02,152.89,East,Food,CUST_427
2023-09-08,6,463.86,38.07,East,Clothing,CUST_42
2023-09-08,1,162.57,80.94,North,Furniture,CUST_476
2023-09-08,1,215.23,-18.14,West,Clothing,CUST_403
2023-09-08,8,212.64,184.18,East,Furniture,CUST_169
2023-09-08,8,39.86,56.72,South,Furniture,CUST_282
2023-09-08,14,167.08,20.83,North,Electronics,CUST_396
2023-09-08,3,293.15,104.86,South,Clothing,CUST_376
2023-09-09,2,240.56,198.89,East,Furniture,CUST_393
2023-09-09,7,334.31,145.46,East,Clothing,CUST_311
2023-09-09,8,453.36,-10.28,West,Furniture,CUST_125
2023-09-10,14,117.09,146.7,North,Furniture,CUST_222
2023-09-10,3,257.7,-17.81,East,Food,CUST_288
2023-09-10,7,184.95,53.42,South,Furniture,CUST_136
2023-09-10,8,181.95,45.09,East,Electronics,CUST_254
2023-09-10,7,66.36,152.65,West,Food,CUST_318
2023-09-10,1,21.05,133.12,West,Food,CUST_466
2023-09-10,3,165.18,-41.02,North,Food,CUST_248
2023-09-10,4,159.89,38.15,South,Electronics,CUST_16
2023-09-11,9,197.64,107.97,North,Food,CUST_103
2023-09-11,12,192.29,192.42,West,Electronics,CUST_278
2023-09-11,8,126.56,16.25,West,Furniture,CUST_9
2023-09-11,7,211.92,148.33,West,Clothing,CUST_452
2023-09-12,9,452.32,7.35,North,Furniture,CUST_448
2023-09-12,5,169.82,185.36,East,Furniture,CUST_97
2023-09-12,12,486.31,43.82,West,Food,CUST_495
2023-09-12,6,315.82,15.93,North,Clothing,CUST_137
2023-09-12,12,73.54,186.24,North,Clothing,CUST_244
2023-09-12,13,23.12,92.2,West,Furniture,CUST_314
2023-09-12,14,337.34,-49.69,South,Electronics,CUST_397
2023-09-12,5,242.12,16.47,West,Clothing,CUST_430
2023-09-12,4,457.65,-30.5,West,Furniture,CUST_137
2023-09-13,13,398.1,167.93,West,Food,CUST_105
2023-09-13,10,421.09,17.01,West,Clothing,CUST_299
2023-09-13,9,213.57,196.86,South,Furniture,CUST_310
2023-09-13,4,454.93,81.64,East,Electronics,CUST_187
2023-09-13,7,385.81,1.83,East,Food,CUST_347
2023-09-14,14,147.7,133.66,West,Electronics,CUST_399
2023-09-14,9,218.77,87.88,West,Electronics,CUST_13
2023-09-14,5,336.71,181.51,South,Furniture,CUST_368
2023-09-14,11,33.67,188.2,North,Electronics,CUST_363
2023-09-15,10,185.05,74.58,South,Clothing,CUST_33
2023-09-15,7,250.05,86.95,East,Furniture,CUST_307
2023-09-15,6,351.06,-37.95,West,Furniture,CUST_196
2023-09-15,12,318.79,185.26,North,Electronics,CUST_364
2023-09-15,9,80.14,42.99,East,Furniture,CUST_121
2023-09-16,7,447.71,61.84,East,Electronics,CUST_377
2023-09-16,11,336.53,11.11,West,Furniture,CUST_206
2023-09-16,5,225.84,143.81,South,Clothing,CUST_81
2023-09-16,5,244.6,45.17,East,Furniture,CUST_145
2023-09-16,7,451.34,34.53,East,Food,CUST_185
2023-09-16,7,94.84,167.04,South,Furniture,CUST_274
2023-09-17,12,334.19,159.1,North,Electronics,CUST_156
2023-09-17,9,118.75,82.44,South,Electronics,CUST_493
2023-09-17,10,30.39,47.97,East,Clothing,CUST_384
2023-09-17,7,218.9,138.74,East,Furniture,CUST_454
2023-09-17,13,331.24,-10.09,West,Clothing,CUST_494
2023-09-18,13,233.11,16.34,West,Furniture,CUST_264
2023-09-19,9,351.01,71.43,North,Electronics,CUST_325
2023-09-19,12,496.75,154.09,South,Clothing,CUST_234
2023-09-19,8,74.03,117.86,North,Furniture,CUST_222
2023-09-19,6,370.49,60.59,South,Food,CUST_454
2023-09-20,1,460.1,52.5,South,Electronics,CUST_33
2023-09-20,8,75.85,160.4,West,Clothing,CUST_200
2023-09-20,4,54.47,3.25,South,Electronics,CUST_133
2023-09-20,11,306.98,73.1,East,Furniture,CUST_479
2023-09-20,5,454.1,57.15,West,Clothing,CUST_200
2023-09-20,11,80.75,82.63,West,Food,CUST_217
2023-09-20,4,173.63,27.48,West,Furniture,CUST_52
2023-09-20,13,426.39,176.87,North,Food,CUST_374
2023-09-21,5,71.24,-49.96,South,Clothing,CUST_16
2023-09-21,13,53.84,-44.47,North,Clothing,CUST_83
2023-09-21,13,87.35,183.45,South,Furniture,CUST_247
2023-09-21,13,379.17,159.28,North,Clothing,CUST_87
2023-09-21,3,217.24,22.99,East,Electronics,CUST_374
2023-09-21,6,176.84,2.92,North,Food,CUST_170
2023-09-21,13,186.88,50.08,West,Food,CUST_493
2023-09-22,4,482.96,-25.83,West,Electronics,CUST_465
2023-09-22,4,25.55,127.0,North,Food,CUST_235
2023-09-22,1,410.19,-11.83,South,Clothing,CUST_378
2023-09-22,5,219.27,118.57,South,Electronics,CUST_238
2023-09-22,12,330.61,-31.54,South,Electronics,CUST_480
2023-09-22,1,229.65,-1.72,South,Electronics,CUST_456
2023-09-23,11,188.78,125.58,North,Food,CUST_385
2023-09-23,1,407.15,153.03,West,Clothing,CUST_216
2023-09-23,5,467.6,93.22,West,Electronics,CUST_166
2023-09-23,2,298.15,126.27,South,Food,CUST_300
2023-09-24,14,473.62,-39.53,East,Food,CUST_141
2023-09-24,8,337.84,13.63,North,Electronics,CUST_459
2023-09-24,9,389.33,179.98,North,Clothing,CUST_280
2023-09-24,10,64.86,93.09,East,Clothing,CUST_221
2023-09-24,4,328.97,76.89,West,Food,CUST_479
2023-09-25,11,488.27,39.09,West,Clothing,CUST_225
2023-09-25,11,191.54,-21.48,West,Electronics,CUST_264
2023-09-25,13,306.94,88.49,West,Electronics,CUST_373
2023-09-25,14,341.24,183.54,West,Furniture,CUST_132
2023-09-26,3,55.68,7.45,South,Food,CUST_18
2023-09-26,3,74.51,2.23,West,Electronics,CUST_454
2023-09-26,9,332.99,51.2,North,Clothing,CUST_409
2023-09-26,14,286.74,137.44,North,Electronics,CUST_329
2023-09-26,12,250.75,122.04,North,Furniture,CUST_441
2023-09-26,1,499.91,26.94,West,Food,CUST_307
2023-09-26,7,402.53,86.2,North,Clothing,CUST_129
2023-09-26,9,36.51,67.28,North,Food,CUST_453
2023-09-27,5,162.11,172.09,West,Furniture,CUST_184
2023-09-27,9,354.67,-39.39,North,Electronics,CUST_471
2023-09-27,13,273.15,65.24,North,Clothing,CUST_499
2023-09-27,9,241.93,137.76,West,Clothing,CUST_379
2023-09-28,13,70.12,147.19,East,Clothing,CUST_334
2023-09-28,7,403.89,-46.08,North,Electronics,CUST_319
2023-09-29,8,49.82,136.27,East,Clothing,CUST_197
2023-09-29,5,250.02,41.55,North,Furniture,CUST_180
2023-09-29,4,394.2,47.26,West,Furniture,CUST_446
2023-09-29,10,453.32,86.7,East,Food,CUST_327
2023-09-29,4,295.96,11.59,North,Electronics,CUST_253
2023-09-30,5,114.47,68.64,East,Clothing,CUST_403
2023-09-30,8,132.17,194.6,West,Food,CUST_283
2023-09-30,10,424.54,186.28,East,Food,CUST_86
2023-09-30,11,426.52,11.76,North,Food,CUST_121
2023-10-01,13,405.74,196.36,East,Food,CUST_159
2023-10-01,14,100.74,126.07,North,Food,CUST_152
2023-10-01,2,326.42,5.23,East,Furniture,CUST_438
2023-10-01,10,474.64,123.97,South,Furniture,CUST_496
2023-10-01,13,351.3,-7.75,South,Furniture,CUST_343
2023-10-01,12,413.25,148.28,West,Food,CUST_453
2023-10-01,8,267.79,-41.03,East,Electronics,CUST_184
2023-10-01,4,316.97,24.11,South,Furniture,CUST_147
2023-10-01,8,446.1,-39.98,West,Electronics,CUST_376
2023-10-01,4,143.67,26.08,North,Clothing,CUST_292
2023-10-02,13,71.74,0.42,West,Food,CUST_217
2023-10-02,12,71.13,199.07,North,Food,CUST_198
2023-10-02,7,100.59,190.76,South,Electronics,CUST_333
2023-10-02,8,496.05,-7.44,South,Clothing,CUST_379
2023-10-02,10,445.67,175.79,South,Food,CUST_442
2023-10-03,4,177.08,41.27,South,Furniture,CUST_422
2023-10-03,5,85.63,5.69,South,Electronics,CUST_179
2023-10-03,12,499.7,-42.64,North,Clothing,CUST_125
2023-10-04,4,43.2,7.79,South,Furniture,CUST_321
2023-10-04,1,450.19,88.81,East,Clothing,CUST_216
2023-10-04,11,89.84,126.56,East,Food,CUST_319
2023-10-04,5,370.73,124.11,South,Furniture,CUST_146
2023-10-05,2,348.71,-24.3,South,Furniture,CUST_184
2023-10-05,11,474.17,88.19,East,Clothing,CUST_214
2023-10-05,7,20.76,-45.55,South,Furniture,CUST_102
2023-10-06,10,324.23,158.86,South,Clothing,CUST_375
2023-10-06,12,448.1,14.03,West,Clothing,CUST_35
2023-10-06,2,491.16,-37.52,East,Clothing,CUST_125
2023-10-06,10,288.07,0.01,South,Food,CUST_7
2023-10-06,3,269.85,-9.78,North,Electronics,CUST_264
2023-10-07,14,28.58,37.85,North,Food,CUST_288
2023-10-07,13,272.67,30.53,West,Food,CUST_340
2023-10-07,3,170.9,73.22,South,Food,CUST_136
2023-10-08,9,304.63,186.6,West,Clothing,CUST_78
2023-10-08,1,47.22,175.84,West,Electronics,CUST_292
2023-10-08,6,457.66,153.39,North,Furniture,CUST_238
2023-10-08,11,454.01,-3.0,West,Food,CUST_7
2023-10-08,13,449.48,193.49,East,Food,CUST_346
2023-10-08,12,287.34,5.36,South,Electronics,CUST_396
2023-10-08,2,39.92,30.62,West,Clothing,CUST_223
2023-10-08,11,221.57,81.17,North,Food,CUST_128
2023-10-09,6,96.63,18.18,North,Clothing,CUST_281
2023-10-09,10,103.97,142.13,North,Food,CUST_186
2023-10-09,8,335.63,142.86,North,Furniture,CUST_484
2023-10-09,5,180.96,-4.3,East,Furniture,CUST_31
2023-10-10,13,418.24,13.47,West,Food,CUST_77
2023-10-10,2,302.29,181.62,South,Electronics,CUST_193
2023-10-10,7,349.73,72.2,West,Furniture,CUST_193
2023-10-11,14,110.68,85.73,East,Electronics,CUST_384
2023-10-11,6,223.24,80.5,West,Furniture,CUST_307
2023-10-11,14,355.79,107.82,North,Electronics,CUST_312
2023-10-11,6,103.92,114.43,South,Food,CUST_239
2023-10-11,1,280.6,136.48,North,Electronics,CUST_136
2023-10-11,12,201.85,44.02,West,Food,CUST_274
2023-10-11,3,320.27,175.2,East,Clothing,CUST_287
2023-10-12,9,57.46,31.15,East,Food,CUST_25
2023-10-12,9,215.52,137.33,South,Food,CUST_49
2023-10-12,1,214.1,123.51,South,Food,CUST_250
2023-10-12,7,315.7,179.91,West,Furniture,CUST_172
2023-10-12,6,417.47,115.8,West,Furniture,CUST_355
2023-10-13,3,390.63,76.67,West,Electronics,CUST_13
2023-10-13,9,348.26,86.71,East,Clothing,CUST_144
2023-10-14,4,122.27,187.3,East,Electronics,CUST_452
2023-10-14,11,285.78,143.17,South,Food,CUST_86
2023-10-14,13,358.41,136.47,West,Clothing,CUST_330
2023-10-14,11,226.46,187.49,North,Furniture,CUST_481
2023-10-15,14,261.79,159.87,South,Electronics,CUST_267
2023-10-15,7,100.68,152.37,West,Clothing,CUST_389
2023-10-15,2,358.3,24.92,East,Furniture,CUST_468
2023-10-15,1,209.24,48.9,North,Clothing,CUST_321
2023-10-15,7,404.93,-43.63,South,Furniture,CUST_446
2023-10-15,4,109.3,190.48,North,Electronics,CUST_453
2023-10-16,14,69.58,39.89,South,Food,CUST_175
2023-10-16,7,373.67,166.12,South,Food,CUST_285
2023-10-16,3,294.36,127.24,North,Food,CUST_450
2023-10-16,1,167.71,60.09,East,Electronics,CUST_244
2023-10-17,2,65.99,159.27,East,Furniture,CUST_451
2023-10-17,13,409.54,102.52,East,Electronics,CUST_60
2023-10-17,3,392.76,-16.11,North,Electronics,CUST_3
2023-10-18,5,493.31,-10.92,West,Furniture,CUST_316
2023-10-18,1,162.56,126.27,North,Furniture,CUST_206
2023-10-18,1,256.48,187.48,South,Electronics,CUST_494
2023-10-18,7,156.47,164.57,South,Electronics,CUST_331
2023-10-19,1,185.82,22.35,North,Furniture,CUST_320
2023-10-19,7,251.96,88.92,North,Clothing,CUST_50
2023-10-19,14,499.84,-2.95,West,Furniture,CUST_165
2023-10-19,12,73.26,123.86,East,Furniture,CUST_258
2023-10-19,10,119.89,82.01,East,Electronics,CUST_229
2023-10-19,1,130.44,97.63,South,Furniture,CUST_122
2023-10-20,9,75.35,85.73,West,Food,CUST_6
2023-10-20,7,494.56,99.09,West,Electronics,CUST_58
2023-10-20,2,223.69,10.45,North,Electronics,CUST_126
2023-10-20,6,358.11,113.12,East,Food,CUST_476
2023-10-20,12,237.17,17.55,North,Clothing,CUST_153
2023-10-20,2,379.0,93.92,West,Furniture,CUST_444
2023-10-21,12,440.81,99.78,South,Clothing,CUST_80
2023-10-21,9,180.96,73.48,South,Electronics,CUST_238
2023-10-21,10,271.74,7.74,East,Electronics,CUST_421
2023-10-21,12,437.1,133.19,South,Clothing,CUST_468
2023-10-21,2,331.1,43.76,West,Clothing,CUST_148
2023-10-22,5,78.72,18.64,North,Furniture,CUST_236
2023-10-22,5,433.91,-30.38,West,Clothing,CUST_288
2023-10-22,1,53.92,33.09,South,Food,CUST_192
2023-10-22,2,211.71,21.98,East,Clothing,CUST_96
2023-10-22,14,366.2,-31.3,North,Clothing,CUST_168
2023-10-23,8,266.43,50.14,South,Clothing,CUST_371
2023-10-23,12,380.04,-8.39,South,Clothing,CUST_167
2023-10-23,14,478.65,136.17,East,Electronics,CUST_481
2023-10-23,9,36.13,6.12,East,Clothing,CUST_252
2023-10-23,2,409.03,-8.48,North,Clothing,CUST_354
2023-10-23,11,191.0,-32.46,West,Food,CUST_83
2023-10-23,11,348.55,112.86,North,Clothing,CUST_16
2023-10-23,6,298.23,28.64,South,Food,CUST_177
2023-10-23,3,87.08,148.61,North,Clothing,CUST_390
2023-10-23,10,34.54,-21.15,South,Food,CUST_365
2023-10-23,11,494.81,156.12,East,Clothing,CUST_498
2023-10-23,3,256.65,75.55,West,Food,CUST_68
2023-10-23,6,85.4,197.49,West,Clothing,CUST_406
2023-10-24,11,400.64,-27.72,East,Food,CUST_413
2023-10-24,6,379.32,191.25,South,Clothing,CUST_376
2023-10-24,13,174.28,81.49,East,Clothing,CUST_208
2023-10-24,6,281.21,8.22,South,Furniture,CUST_490
2023-10-24,11,303.97,97.34,West,Clothing,CUST_216
2023-10-24,7,241.88,33.15,South,Clothing,CUST_237
2023-10-24,14,465.2,38.87,West,Furniture,CUST_204
2023-10-24,3,424.62,173.58,South,Food,CUST_168
2023-10-24,11,143.08,-10.85,South,Clothing,CUST_364
2023-10-24,7,203.42,26.5,South,Electronics,CUST_399
2023-10-24,3,93.46,144.93,South,Furniture,CUST_391
2023-10-25,10,71.53,27.98,South,Food,CUST_470
2023-10-25,7,147.31,-21.33,North,Food,CUST_133
2023-10-25,10,25.05,65.58,South,Clothing,CUST_313
2023-10-25,5,493.91,58.19,South,Food,CUST_385
2023-10-25,2,444.52,-10.49,East,Clothing,CUST_221
2023-10-25,2,376.51,127.1,East,Electronics,CUST_407
2023-10-25,7,443.9,-38.05,East,Electronics,CUST_485
2023-10-25,4,22.82,83.94,North,Furniture,CUST_417
2023-10-26,9,145.44,191.19,North,Clothing,CUST_139
2023-10-26,11,245.5,168.92,South,Furniture,CUST_384
2023-10-26,7,228.52,149.27,East,Food,CUST_76
2023-10-26,11,322.87,184.6,West,Furniture,CUST_418
2023-10-26,10,353.06,156.15,East,Electronics,CUST_34
2023-10-26,5,397.6,123.96,West,Furniture,CUST_154
2023-10-27,8,236.52,-14.16,South,Food,CUST_289
2023-10-27,14,401.15,111.04,West,Food,CUST_88
2023-10-27,2,54.5,128.87,West,Furniture,CUST_353
2023-10-27,6,354.41,71.49,West,Furniture,CUST_337
2023-10-28,4,342.05,164.66,South,Clothing,CUST_217
2023-10-28,6,483.68,52.62,East,Food,CUST_136
2023-10-28,11,147.35,165.11,East,Food,CUST_167
2023-10-28,6,413.87,157.07,North,Furniture,CUST_466
2023-10-28,14,262.68,-20.79,West,Furniture,CUST_392
2023-10-28,7,148.64,134.27,East,Electronics,CUST_234
2023-10-28,7,28.56,114.76,North,Electronics,CUST_490
2023-10-29,1,215.84,46.98,East,Clothing,CUST_15
2023-10-29,11,403.88,154.23,East,Electronics,CUST_142
2023-10-29,1,369.01,-22.49,West,Clothing,CUST_125
2023-10-29,9,248.04,127.6,North,Food,CUST_485
2023-10-30,3,339.97,157.85,North,Food,CUST_3
2023-10-30,13,284.98,80.94,South,Food,CUST_263
2023-10-30,8,91.41,63.22,South,Electronics,CUST_432
2023-10-30,3,234.8,135.04,South,Clothing,CUST_458
2023-10-30,10,243.98,95.6,North,Food,CUST_420
2023-10-31,11,213.55,90.49,North,Food,CUST_213
2023-10-31,3,171.92,-19.87,East,Food,CUST_389
2023-10-31,2,76.81,51.88,North,Clothing,CUST_32
2023-11-01,5,392.67,83.02,West,Electronics,CUST_122
2023-11-01,9,389.16,-28.36,South,Clothing,CUST_132
2023-11-01,4,369.75,157.58,West,Clothing,CUST_475
2023-11-01,1,236.68,21.01,West,Clothing,CUST_410
2023-11-01,1,97.3,107.16,North,Electronics,CUST_279
2023-11-01,12,262.23,-23.72,West,Clothing,CUST_224
2023-11-02,12,456.57,131.42,North,Furniture,CUST_16
2023-11-02,6,225.25,-39.02,West,Food,CUST_478
2023-11-03,5,54.24,176.26,East,Furniture,CUST_232
2023-11-03,10,76.39,106.55,West,Electronics,CUST_390
2023-11-03,7,321.23,155.32,South,Electronics,CUST_486
2023-11-03,1,344.02,166.02,West,Electronics,CUST_41
2023-11-03,2,118.9,60.83,West,Clothing,CUST_127
2023-11-03,5,30.17,-40.67,East,Food,CUST_364
2023-11-03,5,341.1,-18.24,East,Furniture,CUST_309
2023-11-03,11,223.82,135.56,East,Food,CUST_153
2023-11-04,2,81.57,16.8,West,Furniture,CUST_385
2023-11-04,14,419.17,73.21,North,Electronics,CUST_165
2023-11-04,3,47.01,6.69,West,Food,CUST_359
2023-11-04,4,350.29,112.54,West,Food,CUST_30
2023-11-05,10,92.32,-37.05,West,Furniture,CUST_370
2023-11-05,3,313.89,17.98,North,Food,CUST_265
2023-11-05,12,98.86,171.5,South,Clothing,CUST_413
2023-11-05,8,400.85,95.49,East,Clothing,CUST_70
2023-11-05,7,452.71,176.73,North,Food,CUST_472
2023-11-05,4,76.21,148.67,South,Clothing,CUST_134
2023-11-05,9,116.01,153.85,South,Food,CUST_32
2023-11-05,6,478.8,9.46,West,Clothing,CUST_92
2023-11-06,5,168.79,131.94,East,Food,CUST_246
2023-11-06,6,427.75,6.93,East,Furniture,CUST_64
2023-11-06,10,78.34,144.91,East,Furniture,CUST_334
2023-11-07,6,37.53,43.54,South,Electronics,CUST_6
2023-11-07,7,86.13,199.02,North,Furniture,CUST_27
2023-11-07,3,206.1,109.16,North,Food,CUST_379
2023-11-07,11,454.87,148.18,North,Clothing,CUST_399
2023-11-08,8,134.61,-2.39,East,Furniture,CUST_54
2023-11-09,14,247.6,85.18,South,Furniture,CUST_65
2023-11-09,2,456.06,135.82,East,Food,CUST_44
2023-11-09,2,271.1,67.6,West,Furniture,CUST_269
2023-11-10,7,287.34,80.63,North,Food,CUST_349
2023-11-10,6,489.97,125.94,West,Clothing,CUST_42
2023-11-10,3,480.59,105.52,West,Electronics,CUST_231
2023-11-10,13,377.82,176.18,West,Electronics,CUST_283
2023-11-11,4,125.11,187.12,West,Electronics,CUST_63
2023-11-11,14,152.98,-40.3,North,Electronics,CUST_320
2023-11-11,9,362.75,148.89,West,Furniture,CUST_221
2023-11-11,2,238.91,50.47,North,Electronics,CUST_232
2023-11-12,1,386.02,41.82,North,Clothing,CUST_114
2023-11-12,4,204.3,-20.91,East,Food,CUST_118
2023-11-12,5,61.98,142.24,South,Clothing,CUST_59
2023-11-12,3,41.94,50.42,South,Clothing,CUST_396
2023-11-12,14,254.45,2.3,North,Clothing,CUST_201
2023-11-13,10,42.2,-0.47,North,Furniture,CUST_125
2023-11-13,5,382.78,89.24,North,Furniture,CUST_133
2023-11-13,6,280.78,161.98,East,Electronics,CUST_234
2023-11-13,11,402.63,166.88,West,Food,CUST_147
2023-11-13,3,442.11,132.4,South,Clothing,CUST_297
2023-11-14,12,141.35,-12.57,North,Food,CUST_173
2023-11-14,9,324.48,116.77,East,Clothing,CUST_345
2023-11-14,11,380.66,132.68,East,Electronics,CUST_137
2023-11-15,10,419.6,127.86,North,Electronics,CUST_98
2023-11-15,2,302.09,53.95,South,Food,CUST_138
2023-11-16,1,200.55,-46.48,North,Clothing,CUST_11
2023-11-16,7,135.71,67.35,North,Food,CUST_68
2023-11-16,9,116.4,130.17,East,Food,CUST_60
2023-11-16,12,290.54,56.41,West,Furniture,CUST_213
2023-11-16,1,264.43,142.61,North,Food,CUST_485
2023-11-16,5,343.12,190.22,South,Clothing,CUST_491
2023-11-16,6,90.46,155.81,East,Furniture,CUST_407
2023-11-16,7,320.78,120.54,South,Electronics,CUST_190
2023-11-16,8,329.67,40.83,South,Furniture,CUST_497
2023-11-16,13,409.69,148.94,East,Food,CUST_444
2023-11-16,13,392.47,-4.54,West,Furniture,CUST_280
2023-11-17,8,436.62,-41.0,West,Furniture,CUST_376
2023-11-17,1,477.27,119.97,South,Clothing,CUST_263
2023-11-17,11,47.31,-12.47,West,Food,CUST_409
2023-11-17,3,372.06,-43.29,East,Furniture,CUST_129
2023-11-17,4,309.79,63.56,East,Electronics,CUST_471
2023-11-18,8,183.52,61.15,East,Food,CUST_391
2023-11-18,4,177.17,39.19,South,Electronics,CUST_491
2023-11-18,6,181.66,0.36,North,Furniture,CUST_163
2023-11-18,14,95.19,-12.29,East,Electronics,CUST_272
2023-11-18,11,291.82,162.44,East,Clothing,CUST_27
2023-11-19,14,65.24,-21.42,East,Electronics,CUST_86
2023-11-19,10,116.73,85.84,West,Clothing,CUST_277
2023-11-19,5,94.16,38.83,South,Furniture,CUST_52
2023-11-19,5,493.51,144.22,West,Furniture,CUST_382
2023-11-19,1,127.94,-37.21,North,Furniture,CUST_267
2023-11-19,6,354.87,-44.77,South,Electronics,CUST_219
2023-11-19,8,370.64,149.49,West,Electronics,CUST_100
2023-11-20,12,265.86,89.85,North,Food,CUST_397
2023-11-20,12,333.25,98.31,East,Food,CUST_42
2023-11-20,4,210.25,-16.83,North,Furniture,CUST_170
2023-11-21,8,446.24,21.23,South,Electronics,CUST_262
2023-11-21,13,471.98,7.35,West,Clothing,CUST_250
2023-11-21,14,27.47,109.74,South,Furniture,CUST_321
2023-11-21,12,89.53,45.03,West,Food,CUST_150
2023-11-21,1,61.03,180.56,East,Food,CUST_403
2023-11-21,11,250.7,-20.55,North,Food,CUST_90
2023-11-21,7,350.61,10.45,East,Clothing,CUST_173
2023-11-21,11,454.11,125.04,South,Clothing,CUST_373
2023-11-22,13,232.09,-23.92,North,Furniture,CUST_275
2023-11-22,7,443.2,120.71,East,Electronics,CUST_376
2023-11-22,5,38.56,174.25,North,Food,CUST_26
2023-11-22,12,260.82,190.8,South,Furniture,CUST_11
2023-11-22,9,62.11,155.43,South,Clothing,CUST_302
2023-11-23,7,440.88,152.61,East,Food,CUST_199
2023-11-23,5,97.57,-23.68,West,Furniture,CUST_201
2023-11-23,6,294.49,89.32,North,Food,CUST_271
2023-11-24,4,497.37,89.54,West,Furniture,CUST_322
2023-11-24,1,434.17,108.19,East,Furniture,CUST_15
2023-11-24,2,473.6,-9.31,East,Furniture,CUST_0
2023-11-24,1,410.3,13.02,West,Food,CUST_71
2023-11-24,4,454.21,35.79,East,Clothing,CUST_22
2023-11-24,3,417.73,118.25,West,Electronics,CUST_62
2023-11-25,4,85.86,155.97,East,Food,CUST_155
2023-11-25,7,132.62,-19.07,West,Food,CUST_497
2023-11-25,13,22.72,188.15,West,Electronics,CUST_41
2023-11-25,6,363.05,156.17,South,Electronics,CUST_332
2023-11-26,5,73.42,6.94,West,Furniture,CUST_178
2023-11-26,11,76.43,165.64,North,Clothing,CUST_146
2023-11-26,14,28.37,172.9,South,Clothing,CUST_409
2023-11-26,1,491.21,161.47,North,Clothing,CUST_142
2023-11-26,3,146.56,147.93,West,Clothing,CUST_396
2023-11-27,4,129.53,-4.18,South,Furniture,CUST_438
2023-11-27,11,454.93,168.69,West,Food,CUST_179
2023-11-27,9,458.1,21.29,South,Electronics,CUST_5
2023-11-28,9,146.27,145.46,East,Clothing,CUST_128
2023-11-28,9,215.71,73.48,North,Clothing,CUST_342
2023-11-29,8,161.26,-31.78,North,Food,CUST_8
2023-11-29,12,383.3,-14.34,West,Furniture,CUST_350
2023-11-29,7,256.2,-4.53,North,Clothing,CUST_42
2023-11-29,1,223.83,34.03,East,Furniture,CUST_429
2023-11-29,4,79.76,89.09,West,Clothing,CUST_63
2023-11-29,6,198.65,-11.82,West,Electronics,CUST_341
2023-11-29,6,352.54,112.84,North,Furniture,CUST_31
2023-11-29,10,125.0,199.29,East,Food,CUST_208
2023-11-30,1,153.66,-43.99,North,Clothing,CUST_143
2023-11-30,13,138.33,15.63,East,Furniture,CUST_356
2023-11-30,5,409.75,114.76,East,Furniture,CUST_196
2023-11-30,7,353.05,52.74,East,Furniture,CUST_169
2023-11-30,12,315.44,102.22,North,Food,CUST_332
2023-11-30,12,472.45,9.23,North,Electronics,CUST_417
2023-11-30,7,76.83,57.41,North,Electronics,CUST_388
2023-12-01,9,291.95,175.5,South,Food,CUST_460
2023-12-01,11,58.23,147.72,North,Electronics,CUST_183
2023-12-01,10,73.28,18.26,West,Clothing,CUST_23
2023-12-01,4,280.23,-39.49,West,Food,CUST_369
2023-12-01,1,416.91,7.81,South,Food,CUST_242
2023-12-01,5,141.86,171.19,North,Clothing,CUST_61
